problem_name,problem_id,is_suppressed,suppressed_till,evidence,is_confirmed,product,fix,url
CVE-2021-41160,31371390_0,False,placeholder,placeholder,True,RHSA-2021:4619: freerdp security update (Important),RHSA-2021:4619,https://access_redhat_com/errata/RHSA-2021:4619
CVE-2024-44979,31571548_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-44979
CVE-2024-42313,4919872_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-42313
CVE-2020-27777,28821_0,False,placeholder,placeholder,True,RHSA-2021:3327: kernel security and bug fix update (Important),RHSA-2021:3327,https://access_redhat_com/errata/RHSA-2021:3327
CVE-2020-15652,209442_0,False,placeholder,placeholder,True,RHSA-2020:3253: firefox security update (Important),RHSA-2020:3253,https://access_redhat_com/errata/RHSA-2020:3253
CVE-2021-35556,141905_0,False,placeholder,placeholder,True,RHSA-2021:3889: java-1_8_0-openjdk security and bug fix update (Important),RHSA-2021:3889,https://access_redhat_com/errata/RHSA-2021:3889
CVE-2024-4777,207504_0,False,placeholder,placeholder,True,RHSA-2024:2881: firefox security update (Important),RHSA-2024:2881,https://access_redhat_com/errata/RHSA-2024:2881
CVE-2022-29909,1264160_0,False,placeholder,placeholder,True,RHSA-2022:1703: firefox security update (Important),RHSA-2022:1703,https://access_redhat_com/errata/RHSA-2022:1703
CVE-2023-20569,68860_0,False,placeholder,placeholder,True,RHSA-2023:7513: linux-firmware security update (Moderate),RHSA-2023:7513,https://access_redhat_com/errata/RHSA-2023:7513
CVE-2022-21540,253192_0,False,placeholder,placeholder,True,and enhancement update (Important),RHSA-2022:5698,https://access_redhat_com/errata/RHSA-2022:5698
CVE-2023-23603,98257_0,False,placeholder,placeholder,True,RHSA-2023:0296: firefox security update (Important),RHSA-2023:0296,https://access_redhat_com/errata/RHSA-2023:0296
CVE-2024-46723,20353353_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46723
CVE-2020-26958,76847_0,False,placeholder,placeholder,True,RHSA-2020:5239: firefox security update (Important),RHSA-2020:5239,https://access_redhat_com/errata/RHSA-2020:5239
CVE-2023-4580,145837_0,False,placeholder,placeholder,True,RHSA-2023:5019: firefox security update (Important),RHSA-2023:5019,https://access_redhat_com/errata/RHSA-2023:5019
CVE-2021-26260,168246_0,False,placeholder,placeholder,True,USN-5620-1 -- OpenEXR vulnerabilities,USN-5620-1 -- OpenEXR vulnerabilities,https://ubuntu_com/security/CVE-2021-26260
CVE-2024-46753,18366182_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46753
CVE-2024-44995,7028932_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-44995
CVE-2024-46672,15016318_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46672
CVE-2024-49967,31589752_0,False,placeholder,placeholder,True,USN-7167-2 -- Linux kernel vulnerabilities,USN-7167-2 -- Linux kernel vulnerabilities,https://ubuntu_com/security/CVE-2024-49967
CVE-2024-42292,4142596_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-42292
CVE-2022-36319,1264237_0,False,placeholder,placeholder,True,RHSA-2022:5776: firefox security update (Important),RHSA-2022:5776,https://access_redhat_com/errata/RHSA-2022:5776
CVE-2024-1546,25360974_0,False,placeholder,placeholder,True,RHSA-2024:0976: firefox security update (Important),RHSA-2024:0976,https://access_redhat_com/errata/RHSA-2024:0976
CVE-2022-29917,240359_0,False,placeholder,placeholder,True,RHSA-2022:1703: firefox security update (Important),RHSA-2022:1703,https://access_redhat_com/errata/RHSA-2022:1703
CVE-2024-43869,31568831_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43869
CVE-2024-46774,31373336_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46774
CVE-2020-24394,1068783_0,False,placeholder,placeholder,True,RHSA-2020:5437: kernel security and bug fix update (Important),RHSA-2020:5437,https://access_redhat_com/errata/RHSA-2020:5437
CVE-2023-4048,1077611_0,False,placeholder,placeholder,True,RHSA-2023:4461: firefox security update (Important),RHSA-2023:4461,https://access_redhat_com/errata/RHSA-2023:4461
CVE-2020-14351,1070367_0,False,placeholder,placeholder,True,RHSA-2021:0856: kernel security and bug fix update (Important),RHSA-2021:0856,https://access_redhat_com/errata/RHSA-2021:0856
CVE-2020-12403,167796_0,False,placeholder,placeholder,True,bug fix,RHSA-2020:4076,https://access_redhat_com/errata/RHSA-2020:4076
CVE-2024-46760,22144275_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46760
CVE-2024-43823,7011186_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43823
CVE-2022-45420,240537_0,False,placeholder,placeholder,True,RHSA-2022:8552: firefox security update (Important),RHSA-2022:8552,https://access_redhat_com/errata/RHSA-2022:8552
CVE-2024-0229,1204571_0,False,placeholder,placeholder,True,RHSA-2024:0629: tigervnc security update (Important),RHSA-2024:0629,https://access_redhat_com/errata/RHSA-2024:0629
CVE-2023-40217,63604_0,False,placeholder,placeholder,True,USN-7180-1 -- Python vulnerabilities,USN-7180-1 -- Python vulnerabilities,https://ubuntu_com/security/CVE-2023-40217
CVE-2021-41270,186851_0,False,placeholder,placeholder,True,USN-5290-1 -- Symfony vulnerabilities,USN-5290-1 -- Symfony vulnerabilities,https://ubuntu_com/security/CVE-2021-41270
CVE-2024-46730,31373215_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46730
CVE-2023-37208,1224515_0,False,placeholder,placeholder,True,RHSA-2023:4079: firefox security update (Important),RHSA-2023:4079,https://access_redhat_com/errata/RHSA-2023:4079
CVE-2023-4208,1097440_0,False,placeholder,placeholder,True,RHSA-2023:7423: kernel security update (Important),RHSA-2023:7423,https://access_redhat_com/errata/RHSA-2023:7423
CVE-2024-1553,31524691_0,False,placeholder,placeholder,True,RHSA-2024:0976: firefox security update (Important),RHSA-2024:0976,https://access_redhat_com/errata/RHSA-2024:0976
CVE-2019-11727,96636_0,False,placeholder,placeholder,True,and enhancement update (Moderate),RHSA-2020:4076,https://access_redhat_com/errata/RHSA-2020:4076
CVE-2019-11727,96636_0,False,placeholder,placeholder,True,bug fix,RHSA-2020:4076,https://access_redhat_com/errata/RHSA-2020:4076
CVE-2024-45020,15016280_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-45020
CVE-2020-25704,129557_0,False,placeholder,placeholder,True,RHSA-2022:0063: kernel security and bug fix update (Moderate),RHSA-2022:0063,https://access_redhat_com/errata/RHSA-2022:0063
CVE-2022-22739,240252_0,False,placeholder,placeholder,True,RHSA-2022:0124: firefox security update (Important),RHSA-2022:0124,https://access_redhat_com/errata/RHSA-2022:0124
CVE-2022-28693,placeholder,False,placeholder,placeholder,True,RHSA-2022:7337: kernel security and bug fix update (Important),RHSA-2022:7337,https://access_redhat_com/errata/RHSA-2022:7337
CVE-2024-46780,31373350_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46780
CVE-2024-43832,4143500_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43832
CVE-2023-50868,180266_0,False,placeholder,placeholder,True,RHSA-2024:3741: bind,RHSA-2024:3741,https://access_redhat_com/errata/RHSA-2024:3741
CVE-2024-47545,28884273_0,False,placeholder,placeholder,True,USN-7176-1 -- GStreamer Good Plugins vulnerabilities,USN-7176-1 -- GStreamer Good Plugins vulnerabilities,https://ubuntu_com/security/CVE-2024-47545
CVE-2021-37750,65039_0,False,placeholder,placeholder,True,RHSA-2021:4788: krb5 security update (Moderate),RHSA-2021:4788,https://access_redhat_com/errata/RHSA-2021:4788
CVE-2024-42302,4919867_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-42302
CVE-2021-35586,141949_0,False,placeholder,placeholder,True,RHSA-2021:3889: java-1_8_0-openjdk security and bug fix update (Important),RHSA-2021:3889,https://access_redhat_com/errata/RHSA-2021:3889
CVE-2021-3573,64574_0,False,placeholder,placeholder,True,RHSA-2022:0620: kernel security and bug fix update (Important),RHSA-2022:0620,https://access_redhat_com/errata/RHSA-2022:0620
CVE-2023-50007,31457148_0,False,placeholder,placeholder,True,USN-6803-1 -- FFmpeg vulnerabilities,USN-6803-1 -- FFmpeg vulnerabilities,https://ubuntu_com/security/CVE-2023-50007
CVE-2019-17023,116633_0,False,placeholder,placeholder,True,bug fix,RHSA-2020:4076,https://access_redhat_com/errata/RHSA-2020:4076
CVE-2024-47683,26164475_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-47683
CVE-2024-41066,11688885_0,False,placeholder,placeholder,True,RHSA-2024:8856: kernel security update (Moderate),RHSA-2024:8856,https://access_redhat_com/errata/RHSA-2024:8856
CVE-2022-28286,240347_0,False,placeholder,placeholder,True,RHSA-2022:1284: firefox security update (Important),RHSA-2022:1284,https://access_redhat_com/errata/RHSA-2022:1284
CVE-2023-5380,144199_0,False,placeholder,placeholder,True,RHSA-2023:7428: tigervnc security update (Important),RHSA-2023:7428,https://access_redhat_com/errata/RHSA-2023:7428
CVE-2024-43845,4143780_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43845
CVE-2024-21886,1206228_0,False,placeholder,placeholder,True,RHSA-2024:0629: tigervnc security update (Important),RHSA-2024:0629,https://access_redhat_com/errata/RHSA-2024:0629
CVE-2024-2614,31529843_0,False,placeholder,placeholder,True,RHSA-2024:1486: firefox security update (Critical),RHSA-2024:1486,https://access_redhat_com/errata/RHSA-2024:1486
CVE-2024-3854,1196375_0,False,placeholder,placeholder,True,RHSA-2024:1910: firefox security update (Important),RHSA-2024:1910,https://access_redhat_com/errata/RHSA-2024:1910
CVE-2024-46868,31579481_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46868
CVE-2023-6864,1027493_0,False,placeholder,placeholder,True,RHSA-2024:0026: firefox security update (Important),RHSA-2024:0026,https://access_redhat_com/errata/RHSA-2024:0026
CVE-2024-47542,28884270_0,False,placeholder,placeholder,True,USN-7175-1 -- GStreamer Base Plugins vulnerabilities,USN-7175-1 -- GStreamer Base Plugins vulnerabilities,https://ubuntu_com/security/CVE-2024-47542
CVE-2023-51792,101961_0,False,placeholder,placeholder,True,USN-6764-1 -- libde265 vulnerability,USN-6764-1 -- libde265 vulnerability,https://ubuntu_com/security/CVE-2023-51792
CVE-2022-36021,68264_0,False,placeholder,placeholder,True,USN-6531-1 -- Redis vulnerabilities,USN-6531-1 -- Redis vulnerabilities,https://ubuntu_com/security/CVE-2022-36021
CVE-2021-38497,142745_0,False,placeholder,placeholder,True,RHSA-2021:3791: firefox security update (Important),RHSA-2021:3791,https://access_redhat_com/errata/RHSA-2021:3791
CVE-2023-4577,145834_0,False,placeholder,placeholder,True,RHSA-2023:5019: firefox security update (Important),RHSA-2023:5019,https://access_redhat_com/errata/RHSA-2023:5019
CVE-2024-46826,31579441_0,False,placeholder,placeholder,True,RHSA-2024:8856: kernel security update (Moderate),RHSA-2024:8856,https://access_redhat_com/errata/RHSA-2024:8856
CVE-2020-0452,129046_0,False,placeholder,placeholder,True,RHSA-2020:5402: libexif security update (Important),RHSA-2020:5402,https://access_redhat_com/errata/RHSA-2020:5402
CVE-2024-46859,31579473_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46859
CVE-2024-43906,6467779_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43906
CVE-2024-21085,171717_0,False,placeholder,placeholder,True,RHSA-2024:1817: java-1_8_0-openjdk security update (Moderate),RHSA-2024:1817,https://access_redhat_com/errata/RHSA-2024:1817
CVE-2020-15678,1099102_0,False,placeholder,placeholder,True,RHSA-2020:4080: firefox security and bug fix update (Important),RHSA-2020:4080,https://access_redhat_com/errata/RHSA-2020:4080
CVE-2024-40789,31563330_0,False,placeholder,placeholder,True,RHSA-2024:9636: webkit2gtk3 security update (Important),RHSA-2024:9636,https://access_redhat_com/errata/RHSA-2024:9636
CVE-2024-3661,1230969_0,False,placeholder,placeholder,True,RHSA-2025:0288: Bug fix of NetworkManager (Moderate),RHSA-2025:0288,https://access_redhat_com/errata/RHSA-2025:0288
CVE-2021-23968,113202_0,False,placeholder,placeholder,True,RHSA-2021:0656: firefox security update (Critical),RHSA-2021:0656,https://access_redhat_com/errata/RHSA-2021:0656
CVE-2024-46814,31579425_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46814
CVE-2020-0543,128519_0,False,placeholder,placeholder,True,RHSA-2021:3028: microcode_ctl security,RHSA-2021:3028,https://access_redhat_com/errata/RHSA-2021:3028
CVE-2022-21434,73107_0,False,placeholder,placeholder,True,and enhancement update (Important),RHSA-2022:1487,https://access_redhat_com/errata/RHSA-2022:1487
CVE-2024-26851,171874_0,False,placeholder,placeholder,True,RHSA-2024:8856: kernel security update (Moderate),RHSA-2024:8856,https://access_redhat_com/errata/RHSA-2024:8856
CVE-2024-42294,4142621_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-42294
CVE-2020-1971,8484_0,False,placeholder,placeholder,True,RHSA-2020:5566: openssl security update (Important),RHSA-2020:5566,https://access_redhat_com/errata/RHSA-2020:5566
CVE-2024-46697,19830633_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46697
CVE-2024-47546,28884274_0,False,placeholder,placeholder,True,USN-7176-1 -- GStreamer Good Plugins vulnerabilities,USN-7176-1 -- GStreamer Good Plugins vulnerabilities,https://ubuntu_com/security/CVE-2024-47546
CVE-2022-45418,240535_0,False,placeholder,placeholder,True,RHSA-2022:8552: firefox security update (Important),RHSA-2022:8552,https://access_redhat_com/errata/RHSA-2022:8552
CVE-2020-14345,1123898_0,False,placeholder,placeholder,True,RHSA-2020:4910: xorg-x11-server security update (Important),RHSA-2020:4910,https://access_redhat_com/errata/RHSA-2020:4910
CVE-2023-45145,143553_0,False,placeholder,placeholder,True,USN-6531-1 -- Redis vulnerabilities,USN-6531-1 -- Redis vulnerabilities,https://ubuntu_com/security/CVE-2023-45145
CVE-2022-28282,240326_0,False,placeholder,placeholder,True,RHSA-2022:1284: firefox security update (Important),RHSA-2022:1284,https://access_redhat_com/errata/RHSA-2022:1284
CVE-2024-46824,31579439_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46824
CVE-2022-21341,230695_0,False,placeholder,placeholder,True,RHSA-2022:0306: java-1_8_0-openjdk security update (Moderate),RHSA-2022:0306,https://access_redhat_com/errata/RHSA-2022:0306
CVE-2024-44980,31571549_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-44980
CVE-2020-8625,1139294_0,False,placeholder,placeholder,True,RHSA-2021:0671: bind security update (Important),RHSA-2021:0671,https://access_redhat_com/errata/RHSA-2021:0671
CVE-2023-4408,1208044_0,False,placeholder,placeholder,True,and dhcp security update (Important),RHSA-2024:3741,https://access_redhat_com/errata/RHSA-2024:3741
CVE-2024-52530,31433942_0,False,placeholder,placeholder,True,RHSA-2024:9573: libsoup security update (Important),RHSA-2024:9573,https://access_redhat_com/errata/RHSA-2024:9573
CVE-2023-23598,98252_0,False,placeholder,placeholder,True,RHSA-2023:0296: firefox security update (Important),RHSA-2023:0296,https://access_redhat_com/errata/RHSA-2023:0296
CVE-2024-31582,31555383_0,False,placeholder,placeholder,True,USN-6803-1 -- FFmpeg vulnerabilities,USN-6803-1 -- FFmpeg vulnerabilities,https://ubuntu_com/security/CVE-2024-31582
CVE-2020-6829,128393_0,False,placeholder,placeholder,True,RHSA-2020:4076: nss and nspr security,RHSA-2020:4076,https://access_redhat_com/errata/RHSA-2020:4076
CVE-2020-24489,1193352_0,False,placeholder,placeholder,True,RHSA-2021:3028: microcode_ctl security,RHSA-2021:3028,https://access_redhat_com/errata/RHSA-2021:3028
CVE-2024-43849,31373464_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43849
CVE-2020-24511,168491_0,False,placeholder,placeholder,True,RHSA-2021:3028: microcode_ctl security,RHSA-2021:3028,https://access_redhat_com/errata/RHSA-2021:3028
CVE-2021-4129,240197_0,False,placeholder,placeholder,True,RHSA-2021:5014: firefox security update (Important),RHSA-2021:5014,https://access_redhat_com/errata/RHSA-2021:5014
CVE-2024-40984,31556966_0,False,placeholder,placeholder,True,RHSA-2024:8856: kernel security update (Moderate),RHSA-2024:8856,https://access_redhat_com/errata/RHSA-2024:8856
CVE-2024-43868,26161555_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43868
CVE-2022-21282,70808_0,False,placeholder,placeholder,True,RHSA-2022:0306: java-1_8_0-openjdk security update (Moderate),RHSA-2022:0306,https://access_redhat_com/errata/RHSA-2022:0306
CVE-2020-12401,71968_0,False,placeholder,placeholder,True,RHSA-2020:4076: nss and nspr security,RHSA-2020:4076,https://access_redhat_com/errata/RHSA-2020:4076
CVE-2021-25802,1081609_0,False,placeholder,placeholder,True,USN-6180-1 -- VLC media player vulnerabilities,USN-6180-1 -- VLC media player vulnerabilities,https://ubuntu_com/security/CVE-2021-25802
CVE-2019-11471,1197104_0,False,placeholder,placeholder,True,USN-6847-1 -- libheif vulnerabilities,USN-6847-1 -- libheif vulnerabilities,https://ubuntu_com/security/CVE-2019-11471
CVE-2021-38508,187423_0,False,placeholder,placeholder,True,RHSA-2021:4116: firefox security update (Important),RHSA-2021:4116,https://access_redhat_com/errata/RHSA-2021:4116
CVE-2020-10878,1144452_0,False,placeholder,placeholder,True,RHSA-2021:0343: perl security update (Moderate),RHSA-2021:0343,https://access_redhat_com/errata/RHSA-2021:0343
CVE-2024-44953,7028920_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-44953
CVE-2024-53057,27538918_0,False,placeholder,placeholder,True,USN-7167-2 -- Linux kernel vulnerabilities,USN-7167-2 -- Linux kernel vulnerabilities,https://ubuntu_com/security/CVE-2024-53057
CVE-2022-23479,198589_0,False,placeholder,placeholder,True,USN-6474-1 -- xrdp vulnerabilities,USN-6474-1 -- xrdp vulnerabilities,https://ubuntu_com/security/CVE-2022-23479
CVE-2022-31737,240367_0,False,placeholder,placeholder,True,RHSA-2022:4870: firefox security update (Important),RHSA-2022:4870,https://access_redhat_com/errata/RHSA-2022:4870
CVE-2021-3347,1072072_0,False,placeholder,placeholder,True,RHSA-2021:2285: kpatch-patch security update (Important),RHSA-2021:2285,https://access_redhat_com/errata/RHSA-2021:2285
CVE-2023-4057,51317_0,False,placeholder,placeholder,True,RHSA-2023:4461: firefox security update (Important),RHSA-2023:4461,https://access_redhat_com/errata/RHSA-2023:4461
CVE-2024-47615,28884287_0,False,placeholder,placeholder,True,USN-7175-1 -- GStreamer Base Plugins vulnerabilities,USN-7175-1 -- GStreamer Base Plugins vulnerabilities,https://ubuntu_com/security/CVE-2024-47615
CVE-2023-4206,1097438_0,False,placeholder,placeholder,True,RHSA-2023:7423: kernel security update (Important),RHSA-2023:7423,https://access_redhat_com/errata/RHSA-2023:7423
CVE-2024-43880,31568844_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43880
CVE-2020-14346,1123916_0,False,placeholder,placeholder,True,RHSA-2020:4910: xorg-x11-server security update (Important),RHSA-2020:4910,https://access_redhat_com/errata/RHSA-2020:4910
CVE-2024-43837,4919885_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43837
CVE-2023-4050,1077614_0,False,placeholder,placeholder,True,RHSA-2023:4461: firefox security update (Important),RHSA-2023:4461,https://access_redhat_com/errata/RHSA-2023:4461
CVE-2022-40958,240482_0,False,placeholder,placeholder,True,RHSA-2022:6711: firefox security update (Important),RHSA-2022:6711,https://access_redhat_com/errata/RHSA-2022:6711
CVE-2019-17450,93544_0,False,placeholder,placeholder,True,RHSA-2020:4465: binutils security update (Low),RHSA-2020:4465,https://access_redhat_com/errata/RHSA-2020:4465
CVE-2021-29986,1093955_0,False,placeholder,placeholder,True,RHSA-2021:3154: firefox security update (Important),RHSA-2021:3154,https://access_redhat_com/errata/RHSA-2021:3154
CVE-2024-47661,31582521_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-47661
CVE-2024-47674,26164471_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-47674
CVE-2024-46830,31579445_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46830
CVE-2023-50008,31539333_0,False,placeholder,placeholder,True,USN-6803-1 -- FFmpeg vulnerabilities,USN-6803-1 -- FFmpeg vulnerabilities,https://ubuntu_com/security/CVE-2023-50008
CVE-2020-8698,129171_0,False,placeholder,placeholder,True,and enhancement update (Moderate),RHSA-2020:5083,https://access_redhat_com/errata/RHSA-2020:5083
CVE-2024-47659,31582509_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-47659
CVE-2019-11727,96636_0,False,placeholder,placeholder,True,RHSA-2020:4076: nss and nspr security,RHSA-2020:4076,https://access_redhat_com/errata/RHSA-2020:4076
CVE-2024-44993,7028930_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-44993
CVE-2020-13765,255229_0,False,placeholder,placeholder,True,RHSA-2021:0347: qemu-kvm security and bug fix update (Moderate),RHSA-2021:0347,https://access_redhat_com/errata/RHSA-2021:0347
CVE-2024-1547,29061562_0,False,placeholder,placeholder,True,RHSA-2024:0976: firefox security update (Important),RHSA-2024:0976,https://access_redhat_com/errata/RHSA-2024:0976
CVE-2024-54505,28884454_0,False,placeholder,placeholder,True,RHSA-2025:0145: webkit2gtk3 security update (Important),RHSA-2025:0145,https://access_redhat_com/errata/RHSA-2025:0145
CVE-2024-43888,6467736_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43888
CVE-2022-38477,1264243_0,False,placeholder,placeholder,True,RHSA-2022:6179: firefox security update (Important),RHSA-2022:6179,https://access_redhat_com/errata/RHSA-2022:6179
CVE-2021-3752,1060362_0,False,placeholder,placeholder,True,RHSA-2022:0620: kernel security and bug fix update (Important),RHSA-2022:0620,https://access_redhat_com/errata/RHSA-2022:0620
CVE-2023-51796,101966_0,False,placeholder,placeholder,True,USN-6803-1 -- FFmpeg vulnerabilities,USN-6803-1 -- FFmpeg vulnerabilities,https://ubuntu_com/security/CVE-2023-51796
CVE-2020-6514,208884_0,False,placeholder,placeholder,True,RHSA-2020:3253: firefox security update (Important),RHSA-2020:3253,https://access_redhat_com/errata/RHSA-2020:3253
CVE-2024-43890,7008483_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43890
CVE-2022-21426,73031_0,False,placeholder,placeholder,True,and enhancement update (Important),RHSA-2022:1487,https://access_redhat_com/errata/RHSA-2022:1487
CVE-2024-46761,22182338_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46761
CVE-2021-38493,1168027_0,False,placeholder,placeholder,True,RHSA-2021:3498: firefox security update (Important),RHSA-2021:3498,https://access_redhat_com/errata/RHSA-2021:3498
CVE-2020-24512,168492_0,False,placeholder,placeholder,True,RHSA-2021:3028: microcode_ctl security,RHSA-2021:3028,https://access_redhat_com/errata/RHSA-2021:3028
CVE-2024-33602,31545743_0,False,placeholder,placeholder,True,RHSA-2024:3588: glibc security update (Important),RHSA-2024:3588,https://access_redhat_com/errata/RHSA-2024:3588
